"game_code","period","frame","event","player_id","dplayer_id"
"2016-02-02-BOS-NYK",1,223,"DRIB","204038",NA
"2016-02-02-BOS-NYK",1,255,"DRIB","204038",NA
"2016-02-02-BOS-NYK",1,278,"DRIB","204038",NA
"2016-02-02-BOS-NYK",1,290,"DRIB","204038",NA
"2016-02-02-BOS-NYK",1,304,"DRIB","204038",NA
"2016-02-02-BOS-NYK",1,318,"DRIB","204038",NA
"2016-02-02-BOS-NYK",1,371,"DRIB","204038",NA
"2016-02-02-BOS-NYK",1,390,"DRIB","204038",NA
"2016-02-02-BOS-NYK",1,412,"PASS","204038",NA
"2016-02-02-BOS-NYK",1,421,"POSS","2546","202738"
"2016-02-02-BOS-NYK",1,519,"PASS","203109",NA
"2016-02-02-BOS-NYK",1,526,"POSS","202738","204038"
"2016-02-02-BOS-NYK",1,591,"DRIB","202738",NA
"2016-02-02-BOS-NYK",1,614,"DRIB","202738",NA
"2016-02-02-BOS-NYK",1,632,"DRIB","202738",NA
"2016-02-02-BOS-NYK",1,651,"PASS","202738",NA
"2016-02-02-BOS-NYK",1,653,"POSS","101161","201577"
"2016-02-02-BOS-NYK",1,668,"DRIB","101161",NA
"2016-02-02-BOS-NYK",1,683,"DRIB","101161",NA
"2016-02-02-BOS-NYK",1,698,"PASS","101161",NA
"2016-02-02-BOS-NYK",1,706,"POSS","203096","204001"
"2016-02-02-BOS-NYK",1,730,"PASS","203096",NA
"2016-02-02-BOS-NYK",1,732,"POSS","202340","201167"
"2016-02-02-BOS-NYK",1,746,"DRIB","202340",NA
"2016-02-02-BOS-NYK",1,754,"PASS","202340",NA
"2016-02-02-BOS-NYK",1,772,"POSS","203109","2546"
"2016-02-02-BOS-NYK",1,886,"DRIB","2546",NA
"2016-02-02-BOS-NYK",1,903,"DRIB","2546",NA
"2016-02-02-BOS-NYK",1,945,"DRIB","2546",NA
"2016-02-02-BOS-NYK",1,964,"DRIB","2546",NA
"2016-02-02-BOS-NYK",1,982,"DRIB","2546",NA
"2016-02-02-BOS-NYK",1,1004,"PASS","2546",NA
"2016-02-02-BOS-NYK",1,1014,"POSS","204001","203096"
"2016-02-02-BOS-NYK",1,1052,"PASS","204001",NA
"2016-02-02-BOS-NYK",1,1065,"POSS","204038","202738"
"2016-02-02-BOS-NYK",1,1087,"DRIB","204038",NA
"2016-02-02-BOS-NYK",1,1119,"DRIB","204038",NA
"2016-02-02-BOS-NYK",1,1127,"DRIB","204038",NA
"2016-02-02-BOS-NYK",1,1168,"DRIB","204038",NA
"2016-02-02-BOS-NYK",1,1177,"DRIB","204038",NA
"2016-02-02-BOS-NYK",1,1178,"PASS","204038",NA
"2016-02-02-BOS-NYK",1,1185,"POSS","204001","202738"
"2016-02-02-BOS-NYK",1,1196,"DRIB","204001",NA
"2016-02-02-BOS-NYK",1,1221,"POSS","204001","203096"
"2016-02-02-BOS-NYK",1,1223,"PASS","204001",NA
"2016-02-02-BOS-NYK",1,1241,"POSS","201577","101161"
"2016-02-02-BOS-NYK",1,1341,"POSS","101161","201577"
"2016-02-02-BOS-NYK",1,1348,"PASS","101161",NA
"2016-02-02-BOS-NYK",1,1355,"POSS","202738","201167"
"2016-02-02-BOS-NYK",1,1357,"DRIB","202738",NA
"2016-02-02-BOS-NYK",1,1388,"DRIB","202738",NA
"2016-02-02-BOS-NYK",1,1409,"DRIB","202738",NA
"2016-02-02-BOS-NYK",1,1435,"DRIB","202738",NA
"2016-02-02-BOS-NYK",1,1455,"DRIB","202738",NA
"2016-02-02-BOS-NYK",1,1481,"PASS","202738",NA
"2016-02-02-BOS-NYK",1,1494,"POSS","101161","201577"
"2016-02-02-BOS-NYK",1,1503,"DRIB","101161",NA
"2016-02-02-BOS-NYK",1,1520,"DRIB","101161",NA
"2016-02-02-BOS-NYK",1,1553,"PASS","101161",NA
"2016-02-02-BOS-NYK",1,1555,"POSS","202340","201167"
"2016-02-02-BOS-NYK",1,1568,"DRIB","202340",NA
